,Date,Time,ms,DT,raw_LEVEL_m,TEMPERATURE,Rate of Change
151,6/3/2019,1:10:00 PM,0,2019-06-03 13:10:00,8.4774,8.492,0.01930000000000014
152,6/3/2019,1:20:00 PM,0,2019-06-03 13:20:00,8.4792,8.299,0.007199999999999917
153,6/3/2019,1:30:00 PM,0,2019-06-03 13:30:00,8.4785,8.227,0.005300000000000082
154,6/3/2019,1:40:00 PM,0,2019-06-03 13:40:00,8.4786,8.174,0.003399999999999892
155,6/3/2019,1:50:00 PM,0,2019-06-03 13:50:00,8.4786,8.14,0.0021000000000000797
156,6/3/2019,2:00:00 PM,0,2019-06-03 14:00:00,8.4791,8.119,0.00259999999999998
157,6/3/2019,2:10:00 PM,0,2019-06-03 14:10:00,8.4788,8.093,0.0019000000000000128
158,6/3/2019,2:20:00 PM,0,2019-06-03 14:20:00,8.4786,8.074,0.0019999999999999575
159,6/3/2019,2:30:00 PM,0,2019-06-03 14:30:00,8.4776,8.054,0.0015000000000000568
160,6/3/2019,2:40:00 PM,0,2019-06-03 14:40:00,8.4766,8.039,0.0009000000000000341
161,6/3/2019,2:50:00 PM,0,2019-06-03 14:50:00,8.4753,8.03,0.0009999999999999788
162,6/3/2019,3:00:00 PM,0,2019-06-03 15:00:00,8.4746,8.02,0.0006999999999999674
163,6/3/2019,3:10:00 PM,0,2019-06-03 15:10:00,8.4734,8.013,0.0006999999999999674
164,6/3/2019,3:20:00 PM,0,2019-06-03 15:20:00,8.4728,8.006,0.0006000000000000227
165,6/3/2019,3:30:00 PM,0,2019-06-03 15:30:00,8.4722,8.0,0.0004999999999999894
166,6/3/2019,3:40:00 PM,0,2019-06-03 15:40:00,8.4715,7.995,0.00030000000000001136
167,6/3/2019,3:50:00 PM,0,2019-06-03 15:50:00,8.4702,7.992,0.0
168,6/3/2019,4:00:00 PM,0,2019-06-03 16:00:00,8.4702,7.992,0.0001000000000000334
169,6/3/2019,4:10:00 PM,0,2019-06-03 16:10:00,8.4713,7.991,0.00019999999999997797
170,6/3/2019,4:20:00 PM,0,2019-06-03 16:20:00,8.4718,7.989,0.00019999999999997797
171,6/3/2019,4:30:00 PM,0,2019-06-03 16:30:00,8.4714,7.987,0.0
172,6/3/2019,4:40:00 PM,0,2019-06-03 16:40:00,8.4709,7.987,0.00039999999999995595
173,6/3/2019,4:50:00 PM,0,2019-06-03 16:50:00,8.4709,7.991,0.00040000000000004474
174,6/3/2019,5:00:00 PM,0,2019-06-03 17:00:00,8.4716,7.995,0.0004999999999999894
175,6/3/2019,5:10:00 PM,0,2019-06-03 17:10:00,8.4728,8.0,0.0009000000000000341
